"","X.1","X","pid","lat","lon","Altitude","UTMTime","PhotoTime","PhotoLocation","bearing","ID","Done"
"4690",4690,5298,50,-14.820604,125.816368,390.9,"2016-06-17 01:06:27","2016-06-17 09:06:27","2016-06-17\09\06\2016-06-17--09-06-27.217.jpg",88.1360046742227,4690,FALSE
"4691",4691,5299,51,-14.820587,125.816887,390.7,"2016-06-17 01:06:28","2016-06-17 09:06:28","2016-06-17\09\06\2016-06-17--09-06-28.328.jpg",88.2517959056953,4691,FALSE
"4692",4692,5300,52,-14.82057,125.817513,391.7,"2016-06-17 01:06:29","2016-06-17 09:06:29","2016-06-17\09\06\2016-06-17--09-06-29.439.jpg",88.5074770816764,4692,FALSE
"4693",4693,5301,53,-14.820558,125.818031,393.4,"2016-06-17 01:06:30","2016-06-17 09:06:30","2016-06-17\09\06\2016-06-17--09-06-30.550.jpg",88.4969692285644,4693,FALSE
"4694",4694,5302,54,-14.820541,125.818649,394.7,"2016-06-17 01:06:31","2016-06-17 09:06:31","2016-06-17\09\06\2016-06-17--09-06-31.661.jpg",88.3833965933022,4694,FALSE
"4695",4695,5303,56,-14.820527,125.81916,395.7,"2016-06-17 01:06:32","2016-06-17 09:06:32","2016-06-17\09\06\2016-06-17--09-06-32.772.jpg",88.3833967217591,4695,FALSE
"4696",4696,5304,57,-14.82051,125.819778,396.1,"2016-06-17 01:06:33","2016-06-17 09:06:33","2016-06-17\09\06\2016-06-17--09-06-33.884.jpg",88.2806735844892,4696,FALSE
"4697",4697,5305,58,-14.820494,125.82029,396.2,"2016-06-17 01:06:34","2016-06-17 09:06:34","2016-06-17\09\06\2016-06-17--09-06-34.995.jpg",88.124465217013,4697,FALSE
"4698",4698,5307,0,-14.820455,125.821526,396.8,"2016-06-17 01:06:37","2016-06-17 09:06:37","2016-06-17\09\06\2016-06-17--09-06-37.217.jpg",88.2791517940195,4698,FALSE
"4699",4699,5308,1,-14.820441,125.822037,397.2,"2016-06-17 01:06:38","2016-06-17 09:06:38","2016-06-17\09\06\2016-06-17--09-06-38.328.jpg",88.5919196556221,4699,FALSE
"4700",4700,5309,2,-14.820428,125.822655,398.1,"2016-06-17 01:06:39","2016-06-17 09:06:39","2016-06-17\09\06\2016-06-17--09-06-39.439.jpg",88.9642598162414,4700,FALSE
"4701",4701,5310,3,-14.820421,125.823174,398.4,"2016-06-17 01:06:40","2016-06-17 09:06:40","2016-06-17\09\06\2016-06-17--09-06-40.550.jpg",89.22319421923,4701,FALSE
"4702",4702,5311,4,-14.820413,125.823792,398.7,"2016-06-17 01:06:41","2016-06-17 09:06:41","2016-06-17\09\06\2016-06-17--09-06-41.661.jpg",89.3780235134123,4702,FALSE
"4703",4703,5312,6,-14.820409,125.82431,399.1,"2016-06-17 01:06:42","2016-06-17 09:06:42","2016-06-17\09\06\2016-06-17--09-06-42.772.jpg",89.6372315199885,4703,FALSE
"4704",4704,5313,7,-14.820406,125.824928,398.5,"2016-06-17 01:06:43","2016-06-17 09:06:43","2016-06-17\09\06\2016-06-17--09-06-43.883.jpg",89.5740668295072,4704,FALSE
"4705",4705,5314,8,-14.8204,125.825554,398.3,"2016-06-17 01:06:44","2016-06-17 09:06:44","2016-06-17\09\06\2016-06-17--09-06-44.994.jpg",89.4343468768236,4705,FALSE
"4706",4706,5316,10,-14.820394,125.826698,396.1,"2016-06-17 01:06:47","2016-06-17 09:06:47","2016-06-17\09\06\2016-06-17--09-06-47.217.jpg",89.8978965691663,4706,FALSE
"4707",4707,5317,11,-14.820393,125.827225,394.2,"2016-06-17 01:06:48","2016-06-17 09:06:48","2016-06-17\09\06\2016-06-17--09-06-48.328.jpg",89.7462857827381,4707,FALSE
"4708",4708,5318,12,-14.820389,125.827858,391.5,"2016-06-17 01:06:49","2016-06-17 09:06:49","2016-06-17\09\06\2016-06-17--09-06-49.439.jpg",89.6952511819442,4708,FALSE
"4709",4709,5319,13,-14.820387,125.828384,388.7,"2016-06-17 01:06:50","2016-06-17 09:06:50","2016-06-17\09\06\2016-06-17--09-06-50.550.jpg",89.6973422971047,4709,FALSE
"4710",4710,5320,14,-14.820383,125.829025,385.4,"2016-06-17 01:06:51","2016-06-17 09:06:51","2016-06-17\09\06\2016-06-17--09-06-51.661.jpg",89.5520890020056,4710,FALSE
"4711",4711,5321,16,-14.820378,125.829567,384.1,"2016-06-17 01:06:52","2016-06-17 09:06:52","2016-06-17\09\06\2016-06-17--09-06-52.772.jpg",89.5547254596979,4711,FALSE
"4712",4712,5322,17,-14.820374,125.830215,382.1,"2016-06-17 01:06:53","2016-06-17 09:06:53","2016-06-17\09\06\2016-06-17--09-06-53.883.jpg",89.5914846984421,4712,FALSE
"4713",4713,5323,18,-14.820369,125.830864,379.9,"2016-06-17 01:06:54","2016-06-17 09:06:54","2016-06-17\09\06\2016-06-17--09-06-54.994.jpg",89.4067579587429,4713,FALSE
"4714",4714,5325,20,-14.820349,125.832062,378.4,"2016-06-17 01:06:57","2016-06-17 09:06:57","2016-06-17\09\06\2016-06-17--09-06-57.217.jpg",88.5735488663194,4714,FALSE
"4715",4715,5326,21,-14.820333,125.832603,378.2,"2016-06-17 01:06:58","2016-06-17 09:06:58","2016-06-17\09\06\2016-06-17--09-06-58.328.jpg",88.1326458291704,4715,FALSE
"4716",4716,5327,22,-14.820311,125.83326,378.4,"2016-06-17 01:06:59","2016-06-17 09:06:59","2016-06-17\09\06\2016-06-17--09-06-59.439.jpg",87.98532827492,4716,FALSE
"4717",4717,5328,23,-14.820292,125.833801,378,"2016-06-17 01:07:00","2016-06-17 09:07:00","2016-06-17\09\07\2016-06-17--09-07-00.550.jpg",88.032790464514,4717,FALSE
"4718",4718,5329,24,-14.820271,125.834457,377.7,"2016-06-17 01:07:01","2016-06-17 09:07:01","2016-06-17\09\07\2016-06-17--09-07-01.661.jpg",88.0344316838332,4718,FALSE
"4719",4719,5330,26,-14.820252,125.834999,377.9,"2016-06-17 01:07:02","2016-06-17 09:07:02","2016-06-17\09\07\2016-06-17--09-07-02.772.jpg",88.0228867673796,4719,FALSE
"4720",4720,5331,27,-14.820231,125.835648,377.7,"2016-06-17 01:07:03","2016-06-17 09:07:03","2016-06-17\09\07\2016-06-17--09-07-03.883.jpg",88.0483016162841,4720,FALSE
"4721",4721,5332,28,-14.820209,125.836296,377.1,"2016-06-17 01:07:04","2016-06-17 09:07:04","2016-06-17\09\07\2016-06-17--09-07-04.994.jpg",87.8729389693507,4721,FALSE
"4722",4722,5334,30,-14.820167,125.837494,376,"2016-06-17 01:07:07","2016-06-17 09:07:07","2016-06-17\09\07\2016-06-17--09-07-07.216.jpg",88.2799895334046,4722,FALSE
"4723",4723,5335,31,-14.820153,125.838036,375.2,"2016-06-17 01:07:08","2016-06-17 09:07:08","2016-06-17\09\07\2016-06-17--09-07-08.328.jpg",88.476481158191,4723,FALSE
"4724",4724,5336,32,-14.820136,125.838692,374.2,"2016-06-17 01:07:09","2016-06-17 09:07:09","2016-06-17\09\07\2016-06-17--09-07-09.439.jpg",88.524378452484,4724,FALSE
"4725",4725,5337,33,-14.820123,125.839233,372.3,"2016-06-17 01:07:10","2016-06-17 09:07:10","2016-06-17\09\07\2016-06-17--09-07-10.550.jpg",88.5747408276819,4725,FALSE
"4726",4726,5338,34,-14.820107,125.83989,370.2,"2016-06-17 01:07:11","2016-06-17 09:07:11","2016-06-17\09\07\2016-06-17--09-07-11.661.jpg",88.4865850523418,4726,FALSE
"4727",4727,5339,36,-14.820092,125.840439,368.6,"2016-06-17 01:07:12","2016-06-17 09:07:12","2016-06-17\09\07\2016-06-17--09-07-12.772.jpg",88.289977775729,4727,FALSE
"4728",4728,5340,37,-14.820072,125.841095,366.7,"2016-06-17 01:07:13","2016-06-17 09:07:13","2016-06-17\09\07\2016-06-17--09-07-13.883.jpg",88.3012512725489,4728,FALSE
"4729",4729,5341,38,-14.820057,125.841652,364.6,"2016-06-17 01:07:14","2016-06-17 09:07:14","2016-06-17\09\07\2016-06-17--09-07-14.994.jpg",88.3699147633482,4729,FALSE
"4730",4730,5343,40,-14.82002,125.842995,361.7,"2016-06-17 01:07:17","2016-06-17 09:07:17","2016-06-17\09\07\2016-06-17--09-07-17.216.jpg",88.2852412246346,4730,FALSE
"4731",4731,5344,41,-14.820002,125.843559,361.2,"2016-06-17 01:07:18","2016-06-17 09:07:18","2016-06-17\09\07\2016-06-17--09-07-18.327.jpg",87.9996376149031,4731,FALSE
"4732",4732,5345,42,-14.819978,125.844231,362,"2016-06-17 01:07:19","2016-06-17 09:07:19","2016-06-17\09\07\2016-06-17--09-07-19.438.jpg",87.9403901666173,4732,FALSE
"4733",4733,5346,43,-14.819959,125.844788,362.8,"2016-06-17 01:07:20","2016-06-17 09:07:20","2016-06-17\09\07\2016-06-17--09-07-20.550.jpg",88.1782448326378,4733,FALSE
"4734",4734,5347,44,-14.81994,125.845459,363.6,"2016-06-17 01:07:21","2016-06-17 09:07:21","2016-06-17\09\07\2016-06-17--09-07-21.661.jpg",88.3592303177799,4734,FALSE
"4735",4735,5348,46,-14.819925,125.846008,364.5,"2016-06-17 01:07:22","2016-06-17 09:07:22","2016-06-17\09\07\2016-06-17--09-07-22.772.jpg",88.7295692756911,4735,FALSE
"4736",4736,5349,47,-14.819914,125.846664,366.1,"2016-06-17 01:07:23","2016-06-17 09:07:23","2016-06-17\09\07\2016-06-17--09-07-23.883.jpg",89.3722043267841,4736,FALSE
"4737",4737,5350,48,-14.819911,125.847321,368.9,"2016-06-17 01:07:24","2016-06-17 09:07:24","2016-06-17\09\07\2016-06-17--09-07-24.994.jpg",89.9012500296529,4737,FALSE
"4738",4738,5352,50,-14.819912,125.848495,374.3,"2016-06-17 01:07:27","2016-06-17 09:07:27","2016-06-17\09\07\2016-06-17--09-07-27.216.jpg",90.2507715309886,4738,FALSE
"4739",4739,5353,51,-14.819917,125.84903,376.4,"2016-06-17 01:07:28","2016-06-17 09:07:28","2016-06-17\09\07\2016-06-17--09-07-28.327.jpg",90.8573100332364,4739,FALSE
"4740",4740,5354,52,-14.819929,125.849663,378.5,"2016-06-17 01:07:29","2016-06-17 09:07:29","2016-06-17\09\07\2016-06-17--09-07-29.438.jpg",91.3291674029658,4740,FALSE
"4741",4741,5355,53,-14.819943,125.850182,380.4,"2016-06-17 01:07:30","2016-06-17 09:07:30","2016-06-17\09\07\2016-06-17--09-07-30.549.jpg",91.7500189305769,4741,FALSE
"4742",4742,5356,54,-14.819963,125.850807,383,"2016-06-17 01:07:31","2016-06-17 09:07:31","2016-06-17\09\07\2016-06-17--09-07-31.660.jpg",92.0071563177516,4742,FALSE
"4743",4743,5357,56,-14.819982,125.851326,385.8,"2016-06-17 01:07:32","2016-06-17 09:07:32","2016-06-17\09\07\2016-06-17--09-07-32.772.jpg",92.0712355163646,4743,FALSE
"4744",4744,5358,57,-14.820003,125.851944,391,"2016-06-17 01:07:33","2016-06-17 09:07:33","2016-06-17\09\07\2016-06-17--09-07-33.883.jpg",91.9416163275143,4744,FALSE
"4745",4745,5359,58,-14.820019,125.852448,394.8,"2016-06-17 01:07:34","2016-06-17 09:07:34","2016-06-17\09\07\2016-06-17--09-07-34.994.jpg",91.9164884122356,4745,FALSE
"4746",4746,5361,0,-14.820059,125.853638,402.9,"2016-06-17 01:07:37","2016-06-17 09:07:37","2016-06-17\09\07\2016-06-17--09-07-37.216.jpg",91.86052253341,4746,FALSE
"4747",4747,5362,1,-14.820073,125.854126,407,"2016-06-17 01:07:38","2016-06-17 09:07:38","2016-06-17\09\07\2016-06-17--09-07-38.327.jpg",91.4790677370452,4747,FALSE
"4748",4748,5363,2,-14.820086,125.854713,410.1,"2016-06-17 01:07:39","2016-06-17 09:07:39","2016-06-17\09\07\2016-06-17--09-07-39.438.jpg",91.2588733773988,4748,FALSE
"4749",4749,5364,3,-14.820096,125.855202,411.7,"2016-06-17 01:07:40","2016-06-17 09:07:40","2016-06-17\09\07\2016-06-17--09-07-40.549.jpg",91.1494489143406,4749,FALSE
"4750",4750,5365,4,-14.820107,125.855789,413,"2016-06-17 01:07:41","2016-06-17 09:07:41","2016-06-17\09\07\2016-06-17--09-07-41.660.jpg",91.087661151121,4750,FALSE
"4751",4751,5366,6,-14.820116,125.856285,414.4,"2016-06-17 01:07:42","2016-06-17 09:07:42","2016-06-17\09\07\2016-06-17--09-07-42.771.jpg",91.0796896227482,4751,FALSE
"4752",4752,5367,7,-14.820127,125.85688,414.8,"2016-06-17 01:07:43","2016-06-17 09:07:43","2016-06-17\09\07\2016-06-17--09-07-43.882.jpg",91.2415748246625,4752,FALSE
"4753",4753,5368,8,-14.820139,125.857376,414.1,"2016-06-17 01:07:44","2016-06-17 09:07:44","2016-06-17\09\07\2016-06-17--09-07-44.994.jpg",91.5003437124845,4753,FALSE
"4754",4754,5370,10,-14.820171,125.858582,413.6,"2016-06-17 01:07:47","2016-06-17 09:07:47","2016-06-17\09\07\2016-06-17--09-07-47.216.jpg",91.6504893156493,4754,FALSE
"4755",4755,5371,11,-14.820186,125.859085,413,"2016-06-17 01:07:48","2016-06-17 09:07:48","2016-06-17\09\07\2016-06-17--09-07-48.327.jpg",91.7987240141577,4755,FALSE
"4756",4756,5372,12,-14.820205,125.859695,412.3,"2016-06-17 01:07:49","2016-06-17 09:07:49","2016-06-17\09\07\2016-06-17--09-07-49.438.jpg",92.0083548582503,4756,FALSE
"4757",4757,5373,13,-14.820224,125.860199,411.6,"2016-06-17 01:07:50","2016-06-17 09:07:50","2016-06-17\09\07\2016-06-17--09-07-50.549.jpg",92.3609639342886,4757,FALSE
"4758",4758,5374,14,-14.82025,125.860817,411.7,"2016-06-17 01:07:51","2016-06-17 09:07:51","2016-06-17\09\07\2016-06-17--09-07-51.660.jpg",92.7108005844985,4758,FALSE
"4759",4759,5375,16,-14.820276,125.861328,412.5,"2016-06-17 01:07:52","2016-06-17 09:07:52","2016-06-17\09\07\2016-06-17--09-07-52.771.jpg",93.3064397865393,4759,FALSE
"4760",4760,5376,17,-14.820313,125.861938,414.1,"2016-06-17 01:07:53","2016-06-17 09:07:53","2016-06-17\09\07\2016-06-17--09-07-53.882.jpg",93.590552725609,4760,FALSE
"4761",4761,5377,18,-14.820344,125.862442,415.4,"2016-06-17 01:07:54","2016-06-17 09:07:54","2016-06-17\09\07\2016-06-17--09-07-54.994.jpg",93.4604298109251,4761,FALSE
"4762",4762,5379,20,-14.820413,125.863678,415.9,"2016-06-17 01:07:57","2016-06-17 09:07:57","2016-06-17\09\07\2016-06-17--09-07-57.216.jpg",93.2830660707727,4762,FALSE
"4763",4763,5380,21,-14.820442,125.864189,415.6,"2016-06-17 01:07:58","2016-06-17 09:07:58","2016-06-17\09\07\2016-06-17--09-07-58.327.jpg",93.3632729283583,4763,FALSE
"4764",4764,5381,22,-14.820478,125.864815,415,"2016-06-17 01:07:59","2016-06-17 09:07:59","2016-06-17\09\07\2016-06-17--09-07-59.438.jpg",93.4423460422417,4764,FALSE
"4765",4765,5382,23,-14.820509,125.865334,413.5,"2016-06-17 01:08:00","2016-06-17 09:08:00","2016-06-17\09\08\2016-06-17--09-08-00.549.jpg",93.2686270197212,4765,FALSE
"4766",4766,5383,24,-14.820542,125.865967,411.7,"2016-06-17 01:08:01","2016-06-17 09:08:01","2016-06-17\09\08\2016-06-17--09-08-01.660.jpg",93.2489301957759,4766,FALSE
"4767",4767,5384,26,-14.820573,125.866493,410.6,"2016-06-17 01:08:02","2016-06-17 09:08:02","2016-06-17\09\08\2016-06-17--09-08-02.771.jpg",93.4008679655375,4767,FALSE
"4768",4768,5385,27,-14.820609,125.867126,410.2,"2016-06-17 01:08:03","2016-06-17 09:08:03","2016-06-17\09\08\2016-06-17--09-08-03.882.jpg",93.1234107094501,4768,FALSE
"4769",4769,5386,28,-14.820635,125.867661,410.6,"2016-06-17 01:08:04","2016-06-17 09:08:04","2016-06-17\09\08\2016-06-17--09-08-04.993.jpg",92.4694515390331,4769,FALSE
"4770",4770,5388,30,-14.820666,125.868935,409.5,"2016-06-17 01:08:07","2016-06-17 09:08:07","2016-06-17\09\08\2016-06-17--09-08-07.215.jpg",90.2524894280543,4770,FALSE
"4771",4771,5389,31,-14.820663,125.869461,408.5,"2016-06-17 01:08:08","2016-06-17 09:08:08","2016-06-17\09\08\2016-06-17--09-08-08.327.jpg",89.1422512540121,4771,FALSE
"4772",4772,5390,32,-14.820649,125.870102,407.8,"2016-06-17 01:08:09","2016-06-17 09:08:09","2016-06-17\09\08\2016-06-17--09-08-09.438.jpg",88.4967530998295,4772,FALSE
"4773",4773,5391,33,-14.820633,125.870636,406.8,"2016-06-17 01:08:10","2016-06-17 09:08:10","2016-06-17\09\08\2016-06-17--09-08-10.549.jpg",88.0576080218644,4773,FALSE
"4774",4774,5392,34,-14.82061,125.871284,405.1,"2016-06-17 01:08:11","2016-06-17 09:08:11","2016-06-17\09\08\2016-06-17--09-08-11.660.jpg",87.9223612656781,4774,FALSE
"4775",4775,5393,36,-14.820591,125.871826,404.2,"2016-06-17 01:08:12","2016-06-17 09:08:12","2016-06-17\09\08\2016-06-17--09-08-12.771.jpg",87.9241046658236,4775,FALSE
"4776",4776,5394,37,-14.820568,125.872475,402.1,"2016-06-17 01:08:13","2016-06-17 09:08:13","2016-06-17\09\08\2016-06-17--09-08-13.882.jpg",87.925027706583,4776,FALSE
"4777",4777,5395,38,-14.820545,125.873131,399.7,"2016-06-17 01:08:14","2016-06-17 09:08:14","2016-06-17\09\08\2016-06-17--09-08-14.993.jpg",87.9617287880392,4777,FALSE
"4778",4778,5397,40,-14.820505,125.874352,393.4,"2016-06-17 01:08:17","2016-06-17 09:08:17","2016-06-17\09\08\2016-06-17--09-08-17.215.jpg",88.1303285948679,4778,FALSE
"4779",4779,5398,41,-14.820487,125.874916,390,"2016-06-17 01:08:18","2016-06-17 09:08:18","2016-06-17\09\08\2016-06-17--09-08-18.326.jpg",87.9980144185117,4779,FALSE
"4780",4780,5399,42,-14.820463,125.875587,386.8,"2016-06-17 01:08:19","2016-06-17 09:08:19","2016-06-17\09\08\2016-06-17--09-08-19.438.jpg",87.9520418109881,4780,FALSE
"4781",4781,5400,43,-14.820444,125.876152,384.4,"2016-06-17 01:08:20","2016-06-17 09:08:20","2016-06-17\09\08\2016-06-17--09-08-20.549.jpg",87.965203118187,4781,FALSE
"4782",4782,5401,44,-14.82042,125.876831,382.5,"2016-06-17 01:08:21","2016-06-17 09:08:21","2016-06-17\09\08\2016-06-17--09-08-21.660.jpg",87.8825452028415,4782,FALSE
"4783",4783,5402,46,-14.820399,125.877403,380.7,"2016-06-17 01:08:22","2016-06-17 09:08:22","2016-06-17\09\08\2016-06-17--09-08-22.771.jpg",87.8825454401077,4783,FALSE
"4784",4784,5403,47,-14.820375,125.878082,378.2,"2016-06-17 01:08:23","2016-06-17 09:08:23","2016-06-17\09\08\2016-06-17--09-08-23.882.jpg",87.9315045774177,4784,FALSE
"4785",4785,5404,48,-14.820351,125.878769,376.1,"2016-06-17 01:08:24","2016-06-17 09:08:24","2016-06-17\09\08\2016-06-17--09-08-24.993.jpg",87.8825458848426,4785,FALSE
"4786",4786,5406,50,-14.820306,125.88002,373.4,"2016-06-17 01:08:27","2016-06-17 09:08:27","2016-06-17\09\08\2016-06-17--09-08-27.215.jpg",88.0251821835823,4786,FALSE
"4787",4787,5407,51,-14.820288,125.880585,372.8,"2016-06-17 01:08:28","2016-06-17 09:08:28","2016-06-17\09\08\2016-06-17--09-08-28.326.jpg",88.1646870279453,4787,FALSE
"4788",4788,5408,52,-14.820267,125.881271,371.8,"2016-06-17 01:08:29","2016-06-17 09:08:29","2016-06-17\09\08\2016-06-17--09-08-29.437.jpg",88.1454760403307,4788,FALSE
"4789",4789,5409,53,-14.820245,125.88195,370.8,"2016-06-17 01:08:30","2016-06-17 09:08:30","2016-06-17\09\08\2016-06-17--09-08-30.548.jpg",88.0721701093584,4789,FALSE
"4790",4790,5410,54,-14.820226,125.882523,369.2,"2016-06-17 01:08:31","2016-06-17 09:08:31","2016-06-17\09\08\2016-06-17--09-08-31.660.jpg",88.2517988351718,4790,FALSE
"4791",4791,5411,56,-14.820211,125.883095,367,"2016-06-17 01:08:32","2016-06-17 09:08:32","2016-06-17\09\08\2016-06-17--09-08-32.771.jpg",88.5023412218541,4791,FALSE
"4792",4792,5412,57,-14.820194,125.883781,363.8,"2016-06-17 01:08:33","2016-06-17 09:08:33","2016-06-17\09\08\2016-06-17--09-08-33.882.jpg",88.7635858761759,4792,FALSE
"4793",4793,5413,58,-14.820182,125.884476,362.2,"2016-06-17 01:08:34","2016-06-17 09:08:34","2016-06-17\09\08\2016-06-17--09-08-34.993.jpg",89.2192142086795,4793,FALSE
"4794",4794,5415,0,-14.82017,125.885757,359.4,"2016-06-17 01:08:37","2016-06-17 09:08:37","2016-06-17\09\08\2016-06-17--09-08-37.215.jpg",89.4948253738853,4794,FALSE
"4795",4795,5416,1,-14.820166,125.886345,357.6,"2016-06-17 01:08:38","2016-06-17 09:08:38","2016-06-17\09\08\2016-06-17--09-08-38.326.jpg",89.5892666267305,4795,FALSE
"4796",4796,5417,2,-14.820161,125.887047,355.4,"2016-06-17 01:08:39","2016-06-17 09:08:39","2016-06-17\09\08\2016-06-17--09-08-39.437.jpg",89.6803271531831,4796,FALSE
"4797",4797,5418,3,-14.820159,125.887634,353.1,"2016-06-17 01:08:40","2016-06-17 09:08:40","2016-06-17\09\08\2016-06-17--09-08-40.548.jpg",90.1372393165457,4797,FALSE
"4798",4798,5419,4,-14.820164,125.888336,351.6,"2016-06-17 01:08:41","2016-06-17 09:08:41","2016-06-17\09\08\2016-06-17--09-08-41.659.jpg",90.5055025273486,4798,FALSE
"4799",4799,5420,6,-14.82017,125.888916,351.9,"2016-06-17 01:08:42","2016-06-17 09:08:42","2016-06-17\09\08\2016-06-17--09-08-42.770.jpg",90.6892466726876,4799,FALSE
"4800",4800,5421,7,-14.820179,125.889618,353.5,"2016-06-17 01:08:43","2016-06-17 09:08:43","2016-06-17\09\08\2016-06-17--09-08-43.882.jpg",90.8439061512138,4800,FALSE
"4801",4801,5422,8,-14.82019,125.890312,354.9,"2016-06-17 01:08:44","2016-06-17 09:08:44","2016-06-17\09\08\2016-06-17--09-08-44.993.jpg",90.9770225355727,4801,FALSE
"4802",4802,5424,10,-14.820212,125.891563,361,"2016-06-17 01:08:47","2016-06-17 09:08:47","2016-06-17\09\08\2016-06-17--09-08-47.215.jpg",90.9942920529335,4802,FALSE
"4803",4803,5425,11,-14.820221,125.892128,364,"2016-06-17 01:08:48","2016-06-17 09:08:48","2016-06-17\09\08\2016-06-17--09-08-48.326.jpg",90.7189533445018,4803,FALSE
"4804",4804,5426,12,-14.820227,125.892792,367.9,"2016-06-17 01:08:49","2016-06-17 09:08:49","2016-06-17\09\08\2016-06-17--09-08-49.437.jpg",90.3400317733641,4804,FALSE
"4805",4805,5427,13,-14.820228,125.893341,371.4,"2016-06-17 01:08:50","2016-06-17 09:08:50","2016-06-17\09\08\2016-06-17--09-08-50.548.jpg",89.7543431347832,4805,FALSE
"4806",4806,5428,14,-14.820222,125.89399,375.3,"2016-06-17 01:08:51","2016-06-17 09:08:51","2016-06-17\09\08\2016-06-17--09-08-51.659.jpg",89.2083174913075,4806,FALSE
"4807",4807,5429,16,-14.820212,125.894531,377.3,"2016-06-17 01:08:52","2016-06-17 09:08:52","2016-06-17\09\08\2016-06-17--09-08-52.770.jpg",88.9609169982971,4807,FALSE
"4808",4808,5430,17,-14.820201,125.89518,379.4,"2016-06-17 01:08:53","2016-06-17 09:08:53","2016-06-17\09\08\2016-06-17--09-08-53.881.jpg",88.8650705704765,4808,FALSE
"4809",4809,5431,18,-14.820187,125.895828,381,"2016-06-17 01:08:54","2016-06-17 09:08:54","2016-06-17\09\08\2016-06-17--09-08-54.993.jpg",88.8619672393494,4809,FALSE
"4810",4810,5433,20,-14.820171,125.897011,383.8,"2016-06-17 01:08:57","2016-06-17 09:08:57","2016-06-17\09\08\2016-06-17--09-08-57.215.jpg",89.452062246847,4810,FALSE
"4811",4811,5434,21,-14.820167,125.897552,384.3,"2016-06-17 01:08:58","2016-06-17 09:08:58","2016-06-17\09\08\2016-06-17--09-08-58.326.jpg",89.6513609870749,4811,FALSE
"4812",4812,5435,22,-14.820164,125.898193,384.7,"2016-06-17 01:08:59","2016-06-17 09:08:59","2016-06-17\09\08\2016-06-17--09-08-59.437.jpg",89.6994052563869,4812,FALSE
"4813",4813,5436,23,-14.820161,125.898727,385.3,"2016-06-17 01:09:00","2016-06-17 09:09:00","2016-06-17\09\09\2016-06-17--09-09-00.548.jpg",89.5490379358384,4813,FALSE
"4814",4814,5437,24,-14.820155,125.899368,386.3,"2016-06-17 01:09:01","2016-06-17 09:09:01","2016-06-17\09\09\2016-06-17--09-09-01.659.jpg",89.3950714864088,4814,FALSE
"4815",4815,5438,26,-14.820149,125.899895,386.5,"2016-06-17 01:09:02","2016-06-17 09:09:02","2016-06-17\09\09\2016-06-17--09-09-02.770.jpg",89.3446525788771,4815,FALSE
"4816",4816,5439,27,-14.820142,125.900536,388.2,"2016-06-17 01:09:03","2016-06-17 09:09:03","2016-06-17\09\09\2016-06-17--09-09-03.881.jpg",89.0756523892555,4816,FALSE
"4817",4817,5440,28,-14.820129,125.901169,390.2,"2016-06-17 01:09:04","2016-06-17 09:09:04","2016-06-17\09\09\2016-06-17--09-09-04.992.jpg",88.7733258802651,4817,FALSE
"4818",4818,5442,30,-14.820103,125.902321,392,"2016-06-17 01:09:07","2016-06-17 09:09:07","2016-06-17\09\09\2016-06-17--09-09-07.215.jpg",88.6791510898272,4818,FALSE
"4819",4819,5443,31,-14.820092,125.902847,392.9,"2016-06-17 01:09:08","2016-06-17 09:09:08","2016-06-17\09\09\2016-06-17--09-09-08.326.jpg",88.9777485587392,4819,FALSE
"4820",4820,5444,32,-14.820083,125.903473,395.2,"2016-06-17 01:09:09","2016-06-17 09:09:09","2016-06-17\09\09\2016-06-17--09-09-09.437.jpg",89.1821970951485,4820,FALSE
"4821",4821,5445,33,-14.820076,125.903999,395.8,"2016-06-17 01:09:10","2016-06-17 09:09:10","2016-06-17\09\09\2016-06-17--09-09-10.548.jpg",89.1310828538446,4821,FALSE
"4822",4822,5446,34,-14.820066,125.904625,396.2,"2016-06-17 01:09:11","2016-06-17 09:09:11","2016-06-17\09\09\2016-06-17--09-09-11.659.jpg",89.2286243295519,4822,FALSE
"4823",4823,5447,36,-14.820061,125.905144,396.9,"2016-06-17 01:09:12","2016-06-17 09:09:12","2016-06-17\09\09\2016-06-17--09-09-12.770.jpg",89.3823757219733,4823,FALSE
"4824",4824,5448,37,-14.820054,125.905769,397.3,"2016-06-17 01:09:13","2016-06-17 09:09:13","2016-06-17\09\09\2016-06-17--09-09-13.881.jpg",89.1473375084136,4824,FALSE
"4825",4825,5449,38,-14.820043,125.906387,398,"2016-06-17 01:09:14","2016-06-17 09:09:14","2016-06-17\09\09\2016-06-17--09-09-14.992.jpg",88.8089209900419,4825,FALSE
"4826",4826,5451,40,-14.820008,125.907524,398.3,"2016-06-17 01:09:17","2016-06-17 09:09:17","2016-06-17\09\09\2016-06-17--09-09-17.215.jpg",87.8255975793445,4826,FALSE
"4827",4827,5452,41,-14.819989,125.908043,401,"2016-06-17 01:09:18","2016-06-17 09:09:18","2016-06-17\09\09\2016-06-17--09-09-18.326.jpg",87.9807890940797,4827,FALSE
"4828",4828,5453,42,-14.819969,125.908661,403,"2016-06-17 01:09:19","2016-06-17 09:09:19","2016-06-17\09\09\2016-06-17--09-09-19.437.jpg",87.9664912330482,4828,FALSE
